Day,月日,季節,地域,一日パターン,00:00,06:00,09:00,12:00,15:00,18:00,21:00,備考
30,8/30,晩夏,黒嶺連合領,cloudy;15=rain;23=cloudy,曇り,曇り,曇り,曇り,雨,雨,雨,15:00から雨・23:00から曇り
31,8/31,晩夏,黒嶺連合領,clear;14=cloudy;20=clear,晴れ,晴れ,晴れ,晴れ,曇り,曇り,晴れ,14:00から曇り・20:00から晴れ
32,9/1,晩夏,黒嶺連合領,cloudy;14=light_rain;19=cloudy,曇り,曇り,曇り,曇り,小雨,小雨,曇り,14:00から小雨・19:00から曇り
33,9/2,晩夏,黒嶺連合領,cloudy;18=light_rain;21=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,曇り,18:00から小雨・21:00から曇り
34,9/3,晩夏,黒嶺連合領,clear;13=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,13:00から強風・23:00から晴れ
35,9/4,晩夏,黒嶺連合領,clear;14=cloudy;22=clear,晴れ,晴れ,晴れ,晴れ,曇り,曇り,曇り,14:00から曇り・22:00から晴れ
36,9/5,晩夏,黒嶺連合領,cloudy;14=storm;20=rain;23=cloudy,曇り,曇り,曇り,曇り,雷雨,雷雨,雨,14:00から雷雨・20:00から雨・23:00から曇り
37,9/6,晩夏,黒嶺連合領,cloudy;17=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,17:00から雨・23:00から曇り
38,9/7,晩夏,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
39,9/8,晩夏,黒嶺連合領,cloudy;19=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,雨,19:00から雨・23:00から曇り
40,9/9,晩夏,黒嶺連合領,cloudy;18=light_rain;21=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,曇り,18:00から小雨・21:00から曇り
41,9/10,晩夏,黒嶺連合領,clear;16=cloudy;19=clear,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,晴れ,16:00から曇り・19:00から晴れ
42,9/11,晩夏,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
43,9/12,晩夏,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
44,9/13,晩夏,黒嶺連合領,clear;16=strong_wind;21=clear,晴れ,晴れ,晴れ,晴れ,晴れ,強風,晴れ,16:00から強風・21:00から晴れ
45,9/14,晩夏,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
46,9/15,秋,黒嶺連合領,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
47,9/16,秋,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
48,9/17,秋,黒嶺連合領,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
49,9/18,秋,黒嶺連合領,clear;15=dry_wind;19=clear,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,晴れ,15:00から乾いた風・19:00から晴れ
50,9/19,秋,黒嶺連合領,clear;12=dry_wind;22=clear,晴れ,晴れ,晴れ,乾いた風,乾いた風,乾いた風,乾いた風,12:00から乾いた風・22:00から晴れ
51,9/20,秋,黒嶺連合領,clear;15=dry_wind;19=clear,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,晴れ,15:00から乾いた風・19:00から晴れ
52,9/21,秋,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
53,9/22,秋,黒嶺連合領,clear;15=strong_wind;21=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,晴れ,15:00から強風・21:00から晴れ
54,9/23,秋,黒嶺連合領,clear;15=strong_wind;21=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,晴れ,15:00から強風・21:00から晴れ
55,9/24,秋,黒嶺連合領,clear;15=cloudy;20=clear,晴れ,晴れ,晴れ,晴れ,曇り,曇り,晴れ,15:00から曇り・20:00から晴れ
56,9/25,秋,黒嶺連合領,cloudy;16=rain;22=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,16:00から雨・22:00から曇り
57,9/26,秋,黒嶺連合領,cloudy;16=rain;22=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,16:00から雨・22:00から曇り
58,9/27,秋,黒嶺連合領,cloudy;17=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,17:00から雨・23:00から曇り
59,9/28,秋,黒嶺連合領,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
60,9/29,秋,黒嶺連合領,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
61,9/30,秋,黒嶺連合領,clear;16=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,強風,強風,16:00から強風・23:00から晴れ
62,10/1,秋,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
63,10/2,秋,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
64,10/3,秋,黒嶺連合領,clear;15=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,15:00から強風・23:00から晴れ
65,10/4,秋,黒嶺連合領,clear;14=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,14:00から強風・23:00から晴れ
66,10/5,秋,黒嶺連合領,cloudy;16=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,16:00から雨・23:00から曇り
67,10/6,秋,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
68,10/7,秋,黒嶺連合領,clear;16=cloudy;19=clear,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,晴れ,16:00から曇り・19:00から晴れ
69,10/8,秋,黒嶺連合領,clear;13=dry_wind;23=clear,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,乾いた風,13:00から乾いた風・23:00から晴れ
70,10/9,秋,黒嶺連合領,cloudy;19=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,雨,19:00から雨・23:00から曇り
71,10/10,晩秋,黒嶺連合領,rain;16=snow,雨,雨,雨,雨,雨,雪,雪,16:00から雪
72,10/11,晩秋,黒嶺連合領,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
73,10/12,晩秋,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
74,10/13,晩秋,黒嶺連合領,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
75,10/14,晩秋,黒嶺連合領,rain;17=snow,雨,雨,雨,雨,雨,雪,雪,17:00から雪
76,10/15,晩秋,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
77,10/16,晩秋,黒嶺連合領,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
78,10/17,晩秋,黒嶺連合領,cloudy;19=snow,曇り,曇り,曇り,曇り,曇り,曇り,雪,19:00から雪
79,10/18,晩秋,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
80,10/19,晩秋,黒嶺連合領,clear;13=dry_wind;23=clear,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,乾いた風,13:00から乾いた風・23:00から晴れ
81,10/20,晩秋,黒嶺連合領,clear;15=strong_wind;21=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,晴れ,15:00から強風・21:00から晴れ
82,10/21,晩秋,黒嶺連合領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
83,10/22,晩秋,黒嶺連合領,clear;12=strong_wind;22=clear,晴れ,晴れ,晴れ,強風,強風,強風,強風,12:00から強風・22:00から晴れ
84,10/23,晩秋,黒嶺連合領,rain;20=snow,雨,雨,雨,雨,雨,雨,雪,20:00から雪
85,10/24,晩秋,黒嶺連合領,cloudy;15=light_rain;18=cloudy,曇り,曇り,曇り,曇り,小雨,曇り,曇り,15:00から小雨・18:00から曇り
86,10/25,晩秋,黒嶺連合領,cloudy;17=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,17:00から雨・23:00から曇り
87,10/26,晩秋,黒嶺連合領,clear;14=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,14:00から強風・23:00から晴れ
88,10/27,晩秋,黒嶺連合領,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
89,10/28,晩秋,黒嶺連合領,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
90,10/29,晩秋,黒嶺連合領,clear;16=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,強風,強風,16:00から強風・23:00から晴れ
91,10/30,晩秋,黒嶺連合領,cloudy;18=snow,曇り,曇り,曇り,曇り,曇り,雪,雪,18:00から雪
92,10/31,晩秋,黒嶺連合領,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
93,11/1,晩秋,黒嶺連合領,cloudy;17=snow,曇り,曇り,曇り,曇り,曇り,雪,雪,17:00から雪
94,11/2,晩秋,黒嶺連合領,cloudy;16=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,16:00から雨・23:00から曇り
95,11/3,晩秋,黒嶺連合領,cloudy;18=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,18:00から雨・23:00から曇り
96,11/4,晩秋,黒嶺連合領,clear;11=dry_wind;21=clear,晴れ,晴れ,晴れ,乾いた風,乾いた風,乾いた風,晴れ,11:00から乾いた風・21:00から晴れ
97,11/5,晩秋,黒嶺連合領,cloudy;16=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,16:00から雨・23:00から曇り
98,11/6,晩秋,黒嶺連合領,clear;13=dry_wind;19=clear,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,晴れ,13:00から乾いた風・19:00から晴れ
99,11/7,晩秋,黒嶺連合領,rain;20=snow,雨,雨,雨,雨,雨,雨,雪,20:00から雪
100,11/8,晩秋,黒嶺連合領,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
1,8/1,盛夏,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
2,8/2,盛夏,魔王領,cloudy;18=storm;22=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雷雨,雷雨,18:00から雷雨・22:00から雨・23:00から曇り
3,8/3,盛夏,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
4,8/4,盛夏,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
5,8/5,盛夏,魔王領,cloudy;19=light_rain;22=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,小雨,19:00から小雨・22:00から曇り
6,8/6,盛夏,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
7,8/7,盛夏,魔王領,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
8,8/8,盛夏,魔王領,clear;20=cloudy;22=clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,20:00から曇り・22:00から晴れ
9,8/9,盛夏,魔王領,cloudy;20=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,雨,20:00から雨・23:00から曇り
10,8/10,盛夏,魔王領,cloudy;20=storm;23=rain,曇り,曇り,曇り,曇り,曇り,曇り,雷雨,20:00から雷雨・23:00から雨
11,8/11,盛夏,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
12,8/12,盛夏,魔王領,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
13,8/13,盛夏,魔王領,clear;17=dry_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,17:00から乾いた風・23:00から晴れ
14,8/14,盛夏,魔王領,clear;15=dry_wind;22=clear,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,乾いた風,15:00から乾いた風・22:00から晴れ
15,8/15,盛夏,魔王領,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
16,8/16,盛夏,魔王領,clear;19=cloudy;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,19:00から曇り・23:00から晴れ
17,8/17,盛夏,魔王領,cloudy;18=light_rain;20=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,曇り,18:00から小雨・20:00から曇り
18,8/18,盛夏,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
19,8/19,盛夏,魔王領,clear;17=cloudy;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,曇り,17:00から曇り・23:00から晴れ
20,8/20,盛夏,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
21,8/21,盛夏,魔王領,cloudy;18=storm;23=rain,曇り,曇り,曇り,曇り,曇り,雷雨,雷雨,18:00から雷雨・23:00から雨
22,8/22,盛夏,魔王領,cloudy;21=fog,曇り,曇り,曇り,曇り,曇り,曇り,霧,21:00から霧
23,8/23,晩夏,魔王領,clear;20=cloudy;21=clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,20:00から曇り・21:00から晴れ
24,8/24,晩夏,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
25,8/25,晩夏,魔王領,cloudy;16=light_rain;21=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,曇り,16:00から小雨・21:00から曇り
26,8/26,晩夏,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
27,8/27,晩夏,魔王領,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
28,8/28,晩夏,魔王領,dry_wind;20=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,曇り,20:00から曇り
29,8/29,晩夏,魔王領,clear;17=cloudy;21=clear,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,晴れ,17:00から曇り・21:00から晴れ
30,8/30,晩夏,魔王領,clear;17=cloudy;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,曇り,17:00から曇り・23:00から晴れ
31,8/31,晩夏,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
32,9/1,晩夏,魔王領,cloudy;21=fog,曇り,曇り,曇り,曇り,曇り,曇り,霧,21:00から霧
33,9/2,晩夏,魔王領,cloudy;21=fog,曇り,曇り,曇り,曇り,曇り,曇り,霧,21:00から霧
34,9/3,晩夏,魔王領,clear;14=dry_wind;22=clear,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,乾いた風,14:00から乾いた風・22:00から晴れ
35,9/4,晩夏,魔王領,cloudy;22=fog,曇り,曇り,曇り,曇り,曇り,曇り,曇り,22:00から霧
36,9/5,晩夏,魔王領,clear;17=dry_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,17:00から乾いた風・23:00から晴れ
37,9/6,晩夏,魔王領,dry_wind;21=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,曇り,21:00から曇り
38,9/7,晩夏,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
39,9/8,晩夏,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
40,9/9,晩夏,魔王領,clear;14=dry_wind;21=clear,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,晴れ,14:00から乾いた風・21:00から晴れ
41,9/10,晩夏,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
42,9/11,晩夏,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
43,9/12,晩夏,魔王領,cloudy;17=light_rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,小雨,17:00から小雨・23:00から曇り
44,9/13,晩夏,魔王領,cloudy;17=storm;23=rain,曇り,曇り,曇り,曇り,曇り,雷雨,雷雨,17:00から雷雨・23:00から雨
45,9/14,晩夏,魔王領,clear;17=cloudy;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,曇り,17:00から曇り・23:00から晴れ
46,9/15,秋,魔王領,cloudy;17=light_rain;22=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,小雨,17:00から小雨・22:00から曇り
47,9/16,秋,魔王領,dry_wind;21=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,曇り,21:00から曇り
48,9/17,秋,魔王領,clear;16=dry_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,16:00から乾いた風・23:00から晴れ
49,9/18,秋,魔王領,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
50,9/19,秋,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
51,9/20,秋,魔王領,cloudy;23=fog,曇り,曇り,曇り,曇り,曇り,曇り,曇り,23:00から霧
52,9/21,秋,魔王領,cloudy;18=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,18:00から雨・23:00から曇り
53,9/22,秋,魔王領,cloudy;17=storm;23=rain,曇り,曇り,曇り,曇り,曇り,雷雨,雷雨,17:00から雷雨・23:00から雨
54,9/23,秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
55,9/24,秋,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
56,9/25,秋,魔王領,cloudy;19=light_rain;21=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,19:00から小雨・21:00から曇り
57,9/26,秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
58,9/27,秋,魔王領,cloudy;16=light_rain;21=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,曇り,16:00から小雨・21:00から曇り
59,9/28,秋,魔王領,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
60,9/29,秋,魔王領,clear;13=dry_wind;23=clear,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,乾いた風,13:00から乾いた風・23:00から晴れ
61,9/30,秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
62,10/1,秋,魔王領,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
63,10/2,秋,魔王領,cloudy;18=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,18:00から雨・23:00から曇り
64,10/3,秋,魔王領,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
65,10/4,秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
66,10/5,秋,魔王領,cloudy;21=fog,曇り,曇り,曇り,曇り,曇り,曇り,霧,21:00から霧
67,10/6,秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
68,10/7,秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
69,10/8,秋,魔王領,clear;15=dry_wind;23=clear,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,乾いた風,15:00から乾いた風・23:00から晴れ
70,10/9,秋,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
71,10/10,晩秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
72,10/11,晩秋,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
73,10/12,晩秋,魔王領,dry_wind;22=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,22:00から曇り
74,10/13,晩秋,魔王領,rain;18=snow,雨,雨,雨,雨,雨,雪,雪,18:00から雪
75,10/14,晩秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
76,10/15,晩秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
77,10/16,晩秋,魔王領,cloudy;18=light_rain;22=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,小雨,18:00から小雨・22:00から曇り
78,10/17,晩秋,魔王領,clear;16=dry_wind;21=clear,晴れ,晴れ,晴れ,晴れ,晴れ,乾いた風,晴れ,16:00から乾いた風・21:00から晴れ
79,10/18,晩秋,魔王領,rain;18=snow,雨,雨,雨,雨,雨,雪,雪,18:00から雪
80,10/19,晩秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
81,10/20,晩秋,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
82,10/21,晩秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
83,10/22,晩秋,魔王領,clear;16=dry_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,乾いた風,乾いた風,16:00から乾いた風・23:00から晴れ
84,10/23,晩秋,魔王領,cloudy;23=fog,曇り,曇り,曇り,曇り,曇り,曇り,曇り,23:00から霧
85,10/24,晩秋,魔王領,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
86,10/25,晩秋,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
87,10/26,晩秋,魔王領,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
88,10/27,晩秋,魔王領,cloudy;20=light_rain;21=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,20:00から小雨・21:00から曇り
89,10/28,晩秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
90,10/29,晩秋,魔王領,cloudy;17=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,17:00から雨・23:00から曇り
91,10/30,晩秋,魔王領,dry_wind;21=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,曇り,21:00から曇り
92,10/31,晩秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
93,11/1,晩秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
94,11/2,晩秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
95,11/3,晩秋,魔王領,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
96,11/4,晩秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
97,11/5,晩秋,魔王領,cloudy;18=storm;23=rain,曇り,曇り,曇り,曇り,曇り,雷雨,雷雨,18:00から雷雨・23:00から雨
98,11/6,晩秋,魔王領,dry_wind;23=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,23:00から曇り
99,11/7,晩秋,魔王領,dry_wind;22=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,乾いた風,22:00から曇り
100,11/8,晩秋,魔王領,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
